timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow
1747092257.6220765,"-18.0,0.0,0.0","-2.0,0.0,0.0","-11.0,0.0,0.0","2.0,0.0,0.0"
1747092257.6721404,"-19.0,0.0,0.0","-3.0,0.0,0.0","-9.0,0.0,0.0","3.0,0.0,0.0"
1747092257.722931,"-19.0,0.0,0.0","-3.0,0.0,0.0","-3.0,0.0,0.0","8.0,0.0,0.0"
1747092257.7731347,"-20.0,0.0,0.0","-3.0,0.0,0.0","2.0,0.0,0.0","13.0,0.0,0.0"
1747092257.8232617,"-21.0,0.0,0.0","-3.0,0.0,0.0","12.0,0.0,0.0","21.0,0.0,0.0"
1747092257.8738277,"-23.0,0.0,0.0","-5.0,0.0,0.0","38.0,0.0,0.0","42.0,0.0,0.0"
1747092257.9239078,"-24.0,0.0,0.0","-6.0,0.0,0.0","48.0,0.0,0.0","51.0,0.0,0.0"
1747092257.9739747,"-25.0,0.0,0.0","-7.0,0.0,0.0","56.0,0.0,0.0","59.0,0.0,0.0"
1747092258.0247388,"-25.0,0.0,0.0","-8.0,0.0,0.0","64.0,0.0,0.0","67.0,0.0,0.0"
1747092258.0754075,"-26.0,0.0,0.0","-10.0,0.0,0.0","84.0,0.0,0.0","82.0,0.0,0.0"
1747092258.1261835,"-26.0,0.0,0.0","-10.0,0.0,0.0","90.0,0.0,0.0","87.0,0.0,0.0"
1747092258.177187,"-26.0,0.0,0.0","-10.0,0.0,0.0","98.0,0.0,0.0","94.0,0.0,0.0"
1747092258.2316813,"-25.0,0.0,0.0","-10.0,0.0,0.0","103.0,0.0,0.0","97.0,0.0,0.0"
1747092258.2825556,"-25.0,0.0,0.0","-10.0,0.0,0.0","107.0,0.0,0.0","101.0,0.0,0.0"
1747092258.3335211,"-25.0,0.0,0.0","-10.0,0.0,0.0","116.0,0.0,0.0","108.0,0.0,0.0"
1747092258.3840702,"-25.0,0.0,0.0","-10.0,0.0,0.0","119.0,0.0,0.0","111.0,0.0,0.0"
1747092258.434148,"-25.0,0.0,0.0","-10.0,0.0,0.0","122.0,0.0,0.0","112.0,0.0,0.0"
1747092258.48509,"-26.0,0.0,0.0","-10.0,0.0,0.0","126.0,0.0,0.0","116.0,0.0,0.0"
1747092258.5353541,"-26.0,0.0,0.0","-11.0,0.0,0.0","128.0,0.0,0.0","118.0,0.0,0.0"
1747092258.5855799,"-26.0,0.0,0.0","-11.0,0.0,0.0","129.0,0.0,0.0","120.0,0.0,0.0"
1747092258.6363254,"-26.0,0.0,0.0","-10.0,0.0,0.0","130.0,0.0,0.0","124.0,0.0,0.0"
1747092258.6874716,"-26.0,0.0,0.0","-10.0,0.0,0.0","130.0,0.0,0.0","125.0,0.0,0.0"
1747092258.7379465,"-26.0,0.0,0.0","-11.0,0.0,0.0","130.0,0.0,0.0","125.0,0.0,0.0"
1747092258.788016,"-26.0,0.0,0.0","-10.0,0.0,0.0","130.0,0.0,0.0","125.0,0.0,0.0"
1747092258.8392777,"-27.0,0.0,0.0","-11.0,0.0,0.0","130.0,0.0,0.0","124.0,0.0,0.0"
1747092258.8893065,"-27.0,0.0,0.0","-11.0,0.0,0.0","130.0,0.0,0.0","124.0,0.0,0.0"
1747092258.940027,"-28.0,0.0,0.0","-12.0,0.0,0.0","130.0,0.0,0.0","124.0,0.0,0.0"
1747092258.990099,"-28.0,0.0,0.0","-13.0,0.0,0.0","131.0,0.0,0.0","124.0,0.0,0.0"
1747092259.040978,"-29.0,0.0,0.0","-15.0,0.0,0.0","128.0,0.0,0.0","119.0,0.0,0.0"
1747092259.0911613,"-30.0,0.0,0.0","-17.0,0.0,0.0","124.0,0.0,0.0","117.0,0.0,0.0"
1747092259.1411862,"-30.0,0.0,0.0","-18.0,0.0,0.0","121.0,0.0,0.0","113.0,0.0,0.0"
1747092259.1913972,"-30.0,0.0,0.0","-18.0,0.0,0.0","113.0,0.0,0.0","104.0,0.0,0.0"
1747092259.2420962,"-30.0,0.0,0.0","-18.0,0.0,0.0","110.0,0.0,0.0","100.0,0.0,0.0"
1747092259.2930548,"-30.0,0.0,0.0","-18.0,0.0,0.0","101.0,0.0,0.0","92.0,0.0,0.0"
1747092259.3434055,"-30.0,0.0,0.0","-16.0,0.0,0.0","90.0,0.0,0.0","79.0,0.0,0.0"
1747092259.3941708,"-30.0,0.0,0.0","-15.0,0.0,0.0","84.0,0.0,0.0","73.0,0.0,0.0"
1747092259.4442406,"-30.0,0.0,0.0","-13.0,0.0,0.0","78.0,0.0,0.0","64.0,0.0,0.0"
1747092259.4942877,"-30.0,0.0,0.0","-9.0,0.0,0.0","63.0,0.0,0.0","47.0,0.0,0.0"
1747092259.545172,"-29.0,0.0,0.0","-7.0,0.0,0.0","58.0,0.0,0.0","38.0,0.0,0.0"
1747092259.5953398,"-29.0,0.0,0.0","-7.0,0.0,0.0","51.0,0.0,0.0","31.0,0.0,0.0"
1747092259.6461535,"-29.0,0.0,0.0","-6.0,0.0,0.0","29.0,0.0,0.0","10.0,0.0,0.0"
1747092259.6980748,"-28.0,0.0,0.0","-6.0,0.0,0.0","21.0,0.0,0.0","7.0,0.0,0.0"
1747092259.755213,"-28.0,0.0,0.0","-6.0,0.0,0.0","13.0,0.0,0.0","4.0,0.0,0.0"
1747092259.8063087,"-28.0,0.0,0.0","-7.0,0.0,0.0","4.0,0.0,0.0","0.0,0.0,0.0"
1747092259.8569932,"-28.0,0.0,0.0","-8.0,0.0,0.0","-3.0,0.0,0.0","-1.0,0.0,0.0"
1747092259.9078755,"-28.0,0.0,0.0","-10.0,0.0,0.0","-6.0,0.0,0.0","-1.0,0.0,0.0"
1747092259.9584277,"-28.0,0.0,0.0","-11.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0"
1747092260.009415,"-28.0,0.0,0.0","-11.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0"
1747092260.060028,"-28.0,0.0,0.0","-11.0,0.0,0.0","-8.0,0.0,0.0","0.0,0.0,0.0"
1747092260.1107838,"-28.0,0.0,0.0","-11.0,0.0,0.0","-8.0,0.0,0.0","0.0,0.0,0.0"
1747092260.1610081,"-28.0,0.0,0.0","-12.0,0.0,0.0","-8.0,0.0,0.0","0.0,0.0,0.0"
1747092260.2114835,"-28.0,0.0,0.0","-12.0,0.0,0.0","-9.0,0.0,0.0","0.0,0.0,0.0"
1747092260.26234,"-28.0,0.0,0.0","-12.0,0.0,0.0","-8.0,0.0,0.0","1.0,0.0,0.0"
1747092260.3126218,"-28.0,0.0,0.0","-12.0,0.0,0.0","-7.0,0.0,0.0","3.0,0.0,0.0"
1747092260.3631034,"-29.0,0.0,0.0","-12.0,0.0,0.0","4.0,0.0,0.0","15.0,0.0,0.0"
1747092260.4138455,"-30.0,0.0,0.0","-12.0,0.0,0.0","15.0,0.0,0.0","22.0,0.0,0.0"
1747092260.4644105,"-30.0,0.0,0.0","-12.0,0.0,0.0","29.0,0.0,0.0","31.0,0.0,0.0"
1747092260.514545,"-30.0,0.0,0.0","-13.0,0.0,0.0","57.0,0.0,0.0","56.0,0.0,0.0"
1747092260.5741622,"-30.0,0.0,0.0","-14.0,0.0,0.0","66.0,0.0,0.0","66.0,0.0,0.0"
1747092260.6242442,"-30.0,0.0,0.0","-13.0,0.0,0.0","81.0,0.0,0.0","79.0,0.0,0.0"
1747092260.674281,"-30.0,0.0,0.0","-13.0,0.0,0.0","88.0,0.0,0.0","83.0,0.0,0.0"
1747092260.7254264,"-29.0,0.0,0.0","-13.0,0.0,0.0","92.0,0.0,0.0","87.0,0.0,0.0"
1747092260.7760103,"-26.0,0.0,0.0","-10.0,0.0,0.0","102.0,0.0,0.0","94.0,0.0,0.0"
1747092260.8262687,"-26.0,0.0,0.0","-9.0,0.0,0.0","106.0,0.0,0.0","97.0,0.0,0.0"
1747092260.8766859,"-26.0,0.0,0.0","-8.0,0.0,0.0","108.0,0.0,0.0","99.0,0.0,0.0"
1747092260.9269218,"-25.0,0.0,0.0","-6.0,0.0,0.0","113.0,0.0,0.0","102.0,0.0,0.0"
1747092260.9783795,"-24.0,0.0,0.0","-5.0,0.0,0.0","116.0,0.0,0.0","103.0,0.0,0.0"
1747092261.029115,"-24.0,0.0,0.0","-5.0,0.0,0.0","117.0,0.0,0.0","104.0,0.0,0.0"
1747092261.079213,"-24.0,0.0,0.0","-5.0,0.0,0.0","118.0,0.0,0.0","106.0,0.0,0.0"
1747092261.1293569,"-25.0,0.0,0.0","-6.0,0.0,0.0","122.0,0.0,0.0","110.0,0.0,0.0"
1747092261.182442,"-25.0,0.0,0.0","-7.0,0.0,0.0","124.0,0.0,0.0","112.0,0.0,0.0"
1747092261.233593,"-26.0,0.0,0.0","-9.0,0.0,0.0","126.0,0.0,0.0","117.0,0.0,0.0"
1747092261.2840126,"-27.0,0.0,0.0","-10.0,0.0,0.0","127.0,0.0,0.0","119.0,0.0,0.0"
1747092261.3343341,"-28.0,0.0,0.0","-10.0,0.0,0.0","128.0,0.0,0.0","121.0,0.0,0.0"
1747092261.3853052,"-31.0,0.0,0.0","-10.0,0.0,0.0","131.0,0.0,0.0","122.0,0.0,0.0"
1747092261.435649,"-32.0,0.0,0.0","-10.0,0.0,0.0","132.0,0.0,0.0","122.0,0.0,0.0"
1747092261.485981,"-32.0,0.0,0.0","-10.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.536086,"-32.0,0.0,0.0","-11.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.58674,"-32.0,0.0,0.0","-11.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.6369803,"-33.0,0.0,0.0","-12.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.687018,"-33.0,0.0,0.0","-12.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.7380416,"-33.0,0.0,0.0","-12.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.7881408,"-33.0,0.0,0.0","-12.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.838419,"-33.0,0.0,0.0","-12.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.8890362,"-33.0,0.0,0.0","-12.0,0.0,0.0","132.0,0.0,0.0","123.0,0.0,0.0"
1747092261.9398444,"-33.0,0.0,0.0","-12.0,0.0,0.0","133.0,0.0,0.0","123.0,0.0,0.0"
1747092261.9899461,"-33.0,0.0,0.0","-12.0,0.0,0.0","133.0,0.0,0.0","123.0,0.0,0.0"
1747092262.0400233,"-33.0,0.0,0.0","-12.0,0.0,0.0","133.0,0.0,0.0","123.0,0.0,0.0"
1747092262.0901132,"-33.0,0.0,0.0","-12.0,0.0,0.0","133.0,0.0,0.0","124.0,0.0,0.0"
1747092262.1402292,"-33.0,0.0,0.0","-12.0,0.0,0.0","134.0,0.0,0.0","124.0,0.0,0.0"
1747092262.1910331,"-33.0,0.0,0.0","-13.0,0.0,0.0","134.0,0.0,0.0","126.0,0.0,0.0"
1747092262.2435226,"-33.0,0.0,0.0","-13.0,0.0,0.0","135.0,0.0,0.0","126.0,0.0,0.0"
1747092262.293942,"-33.0,0.0,0.0","-13.0,0.0,0.0","136.0,0.0,0.0","127.0,0.0,0.0"
1747092262.3439586,"-33.0,0.0,0.0","-13.0,0.0,0.0","138.0,0.0,0.0","130.0,0.0,0.0"
1747092262.3948064,"-33.0,0.0,0.0","-13.0,0.0,0.0","139.0,0.0,0.0","131.0,0.0,0.0"
1747092262.4448335,"-33.0,0.0,0.0","-13.0,0.0,0.0","140.0,0.0,0.0","132.0,0.0,0.0"
1747092262.4955866,"-33.0,0.0,0.0","-13.0,0.0,0.0","141.0,0.0,0.0","132.0,0.0,0.0"
1747092262.5457473,"-33.0,0.0,0.0","-12.0,0.0,0.0","142.0,0.0,0.0","133.0,0.0,0.0"
1747092262.596139,"-33.0,0.0,0.0","-12.0,0.0,0.0","142.0,0.0,0.0","132.0,0.0,0.0"
1747092262.6461875,"-32.0,0.0,0.0","-12.0,0.0,0.0","143.0,0.0,0.0","133.0,0.0,0.0"
1747092262.696259,"-32.0,0.0,0.0","-12.0,0.0,0.0","143.0,0.0,0.0","133.0,0.0,0.0"
1747092262.746404,"-32.0,0.0,0.0","-11.0,0.0,0.0","143.0,0.0,0.0","133.0,0.0,0.0"
1747092262.7970119,"-32.0,0.0,0.0","-11.0,0.0,0.0","143.0,0.0,0.0","134.0,0.0,0.0"
1747092262.8472471,"-32.0,0.0,0.0","-11.0,0.0,0.0","144.0,0.0,0.0","135.0,0.0,0.0"
1747092262.898416,"-32.0,0.0,0.0","-10.0,0.0,0.0","144.0,0.0,0.0","135.0,0.0,0.0"
1747092262.949248,"-31.0,0.0,0.0","-10.0,0.0,0.0","144.0,0.0,0.0","135.0,0.0,0.0"
1747092262.9999137,"-30.0,0.0,0.0","-9.0,0.0,0.0","144.0,0.0,0.0","136.0,0.0,0.0"
1747092263.0513349,"-30.0,0.0,0.0","-9.0,0.0,0.0","144.0,0.0,0.0","136.0,0.0,0.0"
1747092263.101896,"-30.0,0.0,0.0","-9.0,0.0,0.0","144.0,0.0,0.0","137.0,0.0,0.0"
1747092263.1628685,"-30.0,0.0,0.0","-9.0,0.0,0.0","144.0,0.0,0.0","137.0,0.0,0.0"
1747092263.213886,"-30.0,0.0,0.0","-8.0,0.0,0.0","145.0,0.0,0.0","137.0,0.0,0.0"
1747092263.2643735,"-30.0,0.0,0.0","-7.0,0.0,0.0","145.0,0.0,0.0","138.0,0.0,0.0"
1747092263.3159442,"-30.0,0.0,0.0","-7.0,0.0,0.0","145.0,0.0,0.0","138.0,0.0,0.0"
1747092263.3659873,"-30.0,0.0,0.0","-6.0,0.0,0.0","145.0,0.0,0.0","138.0,0.0,0.0"
1747092263.4181054,"-30.0,0.0,0.0","-6.0,0.0,0.0","145.0,0.0,0.0","138.0,0.0,0.0"
1747092263.4687352,"-30.0,0.0,0.0","-6.0,0.0,0.0","145.0,0.0,0.0","138.0,0.0,0.0"
1747092263.519002,"-30.0,0.0,0.0","-6.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.5691435,"-29.0,0.0,0.0","-6.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.620071,"-29.0,0.0,0.0","-6.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.6711643,"-29.0,0.0,0.0","-6.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.7217212,"-30.0,0.0,0.0","-6.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.771987,"-30.0,0.0,0.0","-5.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.822688,"-30.0,0.0,0.0","-5.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.8732333,"-30.0,0.0,0.0","-5.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.9234252,"-30.0,0.0,0.0","-5.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092263.974,"-30.0,0.0,0.0","-5.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092264.0251112,"-30.0,0.0,0.0","-5.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092264.0752487,"-30.0,0.0,0.0","-5.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092264.1254115,"-30.0,0.0,0.0","-6.0,0.0,0.0","146.0,0.0,0.0","138.0,0.0,0.0"
1747092264.1760693,"-28.0,0.0,0.0","-4.0,0.0,0.0","144.0,0.0,0.0","135.0,0.0,0.0"
1747092264.2263908,"-26.0,0.0,0.0","-1.0,0.0,0.0","142.0,0.0,0.0","132.0,0.0,0.0"
1747092264.2770603,"-24.0,0.0,0.0","2.0,0.0,0.0","140.0,0.0,0.0","130.0,0.0,0.0"
1747092264.3277247,"-16.0,0.0,0.0","11.0,0.0,0.0","133.0,0.0,0.0","124.0,0.0,0.0"
1747092264.3790967,"-14.0,0.0,0.0","15.0,0.0,0.0","132.0,0.0,0.0","122.0,0.0,0.0"
1747092264.4291964,"-12.0,0.0,0.0","18.0,0.0,0.0","130.0,0.0,0.0","121.0,0.0,0.0"
1747092264.4792697,"-8.0,0.0,0.0","21.0,0.0,0.0","126.0,0.0,0.0","119.0,0.0,0.0"
1747092264.5299315,"-6.0,0.0,0.0","23.0,0.0,0.0","125.0,0.0,0.0","117.0,0.0,0.0"
1747092264.5804257,"-4.0,0.0,0.0","24.0,0.0,0.0","124.0,0.0,0.0","115.0,0.0,0.0"
1747092264.6310878,"-2.0,0.0,0.0","24.0,0.0,0.0","123.0,0.0,0.0","114.0,0.0,0.0"
1747092264.6814258,"-1.0,0.0,0.0","24.0,0.0,0.0","122.0,0.0,0.0","114.0,0.0,0.0"
1747092264.7326012,"0.0,0.0,0.0","24.0,0.0,0.0","122.0,0.0,0.0","114.0,0.0,0.0"
1747092264.7829096,"1.0,0.0,0.0","26.0,0.0,0.0","121.0,0.0,0.0","113.0,0.0,0.0"
1747092264.833154,"2.0,0.0,0.0","27.0,0.0,0.0","120.0,0.0,0.0","113.0,0.0,0.0"
1747092264.8832896,"3.0,0.0,0.0","27.0,0.0,0.0","120.0,0.0,0.0","112.0,0.0,0.0"
1747092264.934004,"4.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","112.0,0.0,0.0"
1747092264.984096,"4.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","112.0,0.0,0.0"
1747092265.034192,"5.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","112.0,0.0,0.0"
1747092265.0843039,"5.0,0.0,0.0","29.0,0.0,0.0","119.0,0.0,0.0","112.0,0.0,0.0"
1747092265.1352594,"5.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","112.0,0.0,0.0"
1747092265.1860435,"5.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","113.0,0.0,0.0"
1747092265.2366655,"5.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","113.0,0.0,0.0"
1747092265.2869494,"5.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","113.0,0.0,0.0"
1747092265.3380463,"5.0,0.0,0.0","28.0,0.0,0.0","119.0,0.0,0.0","113.0,0.0,0.0"
1747092265.3880596,"5.0,0.0,0.0","27.0,0.0,0.0","120.0,0.0,0.0","113.0,0.0,0.0"
1747092265.438375,"4.0,0.0,0.0","26.0,0.0,0.0","120.0,0.0,0.0","113.0,0.0,0.0"
1747092265.4890392,"3.0,0.0,0.0","24.0,0.0,0.0","120.0,0.0,0.0","112.0,0.0,0.0"
1747092265.5394,"0.0,0.0,0.0","21.0,0.0,0.0","115.0,0.0,0.0","106.0,0.0,0.0"
1747092265.589958,"-3.0,0.0,0.0","18.0,0.0,0.0","112.0,0.0,0.0","101.0,0.0,0.0"
1747092265.6461446,"-7.0,0.0,0.0","10.0,0.0,0.0","106.0,0.0,0.0","94.0,0.0,0.0"
1747092265.6962025,"-8.0,0.0,0.0","7.0,0.0,0.0","97.0,0.0,0.0","85.0,0.0,0.0"
1747092265.746327,"-7.0,0.0,0.0","9.0,0.0,0.0","92.0,0.0,0.0","77.0,0.0,0.0"
1747092265.7969048,"-5.0,0.0,0.0","12.0,0.0,0.0","81.0,0.0,0.0","64.0,0.0,0.0"
1747092265.8482268,"-3.0,0.0,0.0","14.0,0.0,0.0","75.0,0.0,0.0","58.0,0.0,0.0"
1747092265.8991017,"0.0,0.0,0.0","17.0,0.0,0.0","68.0,0.0,0.0","50.0,0.0,0.0"
1747092265.95001,"6.0,0.0,0.0","24.0,0.0,0.0","55.0,0.0,0.0","36.0,0.0,0.0"
1747092266.0002577,"9.0,0.0,0.0","27.0,0.0,0.0","47.0,0.0,0.0","26.0,0.0,0.0"
1747092266.0511296,"11.0,0.0,0.0","29.0,0.0,0.0","41.0,0.0,0.0","20.0,0.0,0.0"
1747092266.1012332,"11.0,0.0,0.0","29.0,0.0,0.0","35.0,0.0,0.0","15.0,0.0,0.0"
1747092266.1522222,"13.0,0.0,0.0","30.0,0.0,0.0","22.0,0.0,0.0","8.0,0.0,0.0"
1747092266.2024832,"14.0,0.0,0.0","30.0,0.0,0.0","17.0,0.0,0.0","7.0,0.0,0.0"
1747092266.2533455,"15.0,0.0,0.0","29.0,0.0,0.0","5.0,0.0,0.0","1.0,0.0,0.0"
1747092266.3040876,"14.0,0.0,0.0","29.0,0.0,0.0","2.0,0.0,0.0","1.0,0.0,0.0"
1747092266.3544047,"14.0,0.0,0.0","29.0,0.0,0.0","1.0,0.0,0.0","0.0,0.0,0.0"
1747092266.4049795,"14.0,0.0,0.0","29.0,0.0,0.0","0.0,0.0,0.0","1.0,0.0,0.0"
1747092266.4559627,"14.0,0.0,0.0","29.0,0.0,0.0","0.0,0.0,0.0","1.0,0.0,0.0"
1747092266.5066228,"14.0,0.0,0.0","29.0,0.0,0.0","0.0,0.0,0.0","1.0,0.0,0.0"
1747092266.556844,"14.0,0.0,0.0","29.0,0.0,0.0","0.0,0.0,0.0","4.0,0.0,0.0"
1747092266.6069143,"13.0,0.0,0.0","29.0,0.0,0.0","1.0,0.0,0.0","7.0,0.0,0.0"
1747092266.657383,"13.0,0.0,0.0","28.0,0.0,0.0","5.0,0.0,0.0","13.0,0.0,0.0"
1747092266.7080736,"9.0,0.0,0.0","23.0,0.0,0.0","25.0,0.0,0.0","31.0,0.0,0.0"
1747092266.7581308,"7.0,0.0,0.0","21.0,0.0,0.0","36.0,0.0,0.0","40.0,0.0,0.0"
1747092266.8084142,"5.0,0.0,0.0","19.0,0.0,0.0","46.0,0.0,0.0","49.0,0.0,0.0"
1747092266.8593903,"0.0,0.0,0.0","15.0,0.0,0.0","69.0,0.0,0.0","68.0,0.0,0.0"
1747092266.9103365,"-2.0,0.0,0.0","13.0,0.0,0.0","77.0,0.0,0.0","77.0,0.0,0.0"
1747092266.9612474,"-3.0,0.0,0.0","13.0,0.0,0.0","85.0,0.0,0.0","83.0,0.0,0.0"
1747092267.0115595,"-4.0,0.0,0.0","13.0,0.0,0.0","94.0,0.0,0.0","90.0,0.0,0.0"
1747092267.0633688,"-5.0,0.0,0.0","14.0,0.0,0.0","98.0,0.0,0.0","94.0,0.0,0.0"
1747092267.1134863,"-5.0,0.0,0.0","16.0,0.0,0.0","102.0,0.0,0.0","97.0,0.0,0.0"
1747092267.1636848,"-5.0,0.0,0.0","18.0,0.0,0.0","110.0,0.0,0.0","106.0,0.0,0.0"
1747092267.2152598,"-4.0,0.0,0.0","19.0,0.0,0.0","113.0,0.0,0.0","109.0,0.0,0.0"
1747092267.2659729,"-4.0,0.0,0.0","19.0,0.0,0.0","115.0,0.0,0.0","111.0,0.0,0.0"
1747092267.316272,"-3.0,0.0,0.0","20.0,0.0,0.0","119.0,0.0,0.0","114.0,0.0,0.0"
1747092267.3667164,"-2.0,0.0,0.0","21.0,0.0,0.0","120.0,0.0,0.0","114.0,0.0,0.0"
1747092267.4168072,"-1.0,0.0,0.0","22.0,0.0,0.0","120.0,0.0,0.0","114.0,0.0,0.0"
1747092267.4682178,"0.0,0.0,0.0","23.0,0.0,0.0","119.0,0.0,0.0","114.0,0.0,0.0"
1747092267.5189207,"0.0,0.0,0.0","23.0,0.0,0.0","119.0,0.0,0.0","114.0,0.0,0.0"
1747092267.5692742,"1.0,0.0,0.0","23.0,0.0,0.0","119.0,0.0,0.0","114.0,0.0,0.0"
1747092267.6200955,"2.0,0.0,0.0","23.0,0.0,0.0","118.0,0.0,0.0","113.0,0.0,0.0"
1747092267.6709564,"2.0,0.0,0.0","23.0,0.0,0.0","118.0,0.0,0.0","113.0,0.0,0.0"
1747092267.7209728,"2.0,0.0,0.0","23.0,0.0,0.0","118.0,0.0,0.0","113.0,0.0,0.0"
1747092267.771143,"3.0,0.0,0.0","23.0,0.0,0.0","118.0,0.0,0.0","114.0,0.0,0.0"
1747092267.8216693,"3.0,0.0,0.0","23.0,0.0,0.0","118.0,0.0,0.0","114.0,0.0,0.0"
1747092267.8718166,"3.0,0.0,0.0","23.0,0.0,0.0","118.0,0.0,0.0","114.0,0.0,0.0"
1747092267.9222634,"2.0,0.0,0.0","21.0,0.0,0.0","116.0,0.0,0.0","111.0,0.0,0.0"
1747092267.9725432,"0.0,0.0,0.0","20.0,0.0,0.0","114.0,0.0,0.0","106.0,0.0,0.0"
1747092268.023765,"-2.0,0.0,0.0","18.0,0.0,0.0","111.0,0.0,0.0","101.0,0.0,0.0"
1747092268.0741048,"-5.0,0.0,0.0","13.0,0.0,0.0","99.0,0.0,0.0","86.0,0.0,0.0"
1747092268.1250117,"-5.0,0.0,0.0","14.0,0.0,0.0","95.0,0.0,0.0","81.0,0.0,0.0"
1747092268.1751509,"-5.0,0.0,0.0","15.0,0.0,0.0","91.0,0.0,0.0","75.0,0.0,0.0"
1747092268.2252696,"-5.0,0.0,0.0","16.0,0.0,0.0","83.0,0.0,0.0","63.0,0.0,0.0"
1747092268.2754443,"-5.0,0.0,0.0","16.0,0.0,0.0","80.0,0.0,0.0","60.0,0.0,0.0"
1747092268.3260264,"-4.0,0.0,0.0","18.0,0.0,0.0","76.0,0.0,0.0","55.0,0.0,0.0"
1747092268.376288,"-3.0,0.0,0.0","22.0,0.0,0.0","65.0,0.0,0.0","43.0,0.0,0.0"
1747092268.4280019,"-1.0,0.0,0.0","24.0,0.0,0.0","59.0,0.0,0.0","36.0,0.0,0.0"
1747092268.4781327,"2.0,0.0,0.0","30.0,0.0,0.0","44.0,0.0,0.0","21.0,0.0,0.0"
1747092268.5282662,"5.0,0.0,0.0","31.0,0.0,0.0","34.0,0.0,0.0","14.0,0.0,0.0"
1747092268.5783448,"8.0,0.0,0.0","32.0,0.0,0.0","24.0,0.0,0.0","9.0,0.0,0.0"
1747092268.628975,"11.0,0.0,0.0","31.0,0.0,0.0","3.0,0.0,0.0","1.0,0.0,0.0"
1747092268.6795917,"11.0,0.0,0.0","30.0,0.0,0.0","-1.0,0.0,0.0","0.0,0.0,0.0"
1747092268.7299588,"11.0,0.0,0.0","30.0,0.0,0.0","-3.0,0.0,0.0","0.0,0.0,0.0"
1747092268.78093,"11.0,0.0,0.0","29.0,0.0,0.0","-6.0,0.0,0.0","-1.0,0.0,0.0"
1747092268.8318048,"11.0,0.0,0.0","29.0,0.0,0.0","-7.0,0.0,0.0","-1.0,0.0,0.0"
1747092268.8830013,"10.0,0.0,0.0","29.0,0.0,0.0","-8.0,0.0,0.0","-1.0,0.0,0.0"
1747092268.9339979,"10.0,0.0,0.0","29.0,0.0,0.0","-8.0,0.0,0.0","0.0,0.0,0.0"
1747092268.9844568,"10.0,0.0,0.0","29.0,0.0,0.0","-8.0,0.0,0.0","0.0,0.0,0.0"
1747092269.0351756,"10.0,0.0,0.0","28.0,0.0,0.0","-9.0,0.0,0.0","0.0,0.0,0.0"
1747092269.0860572,"9.0,0.0,0.0","28.0,0.0,0.0","-8.0,0.0,0.0","0.0,0.0,0.0"
1747092269.1363719,"9.0,0.0,0.0","28.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0"
1747092269.1871364,"8.0,0.0,0.0","27.0,0.0,0.0","-4.0,0.0,0.0","1.0,0.0,0.0"
1747092269.2378645,"7.0,0.0,0.0","27.0,0.0,0.0","-3.0,0.0,0.0","4.0,0.0,0.0"
1747092269.289084,"6.0,0.0,0.0","27.0,0.0,0.0","6.0,0.0,0.0","13.0,0.0,0.0"
1747092269.3392675,"4.0,0.0,0.0","26.0,0.0,0.0","17.0,0.0,0.0","20.0,0.0,0.0"
